original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-144.62152081866597,344,-234.38295517453722,314,-266.0125011469694,149
1233.3175518224057,446,1355.4111040433247,384,1029.7809489323542,208
-146.10962175455032,467,-372.7494542547997,376,-667.4030117458767,162
974.708362133472,154,1190.0737473402567,123,-50000,0
